fish,sampleID,site,layer,length,eye_diam,C.d15N,C.d13C,lens_age,age,species,site_class
FR-1-GIRO-03,FR-1-GIRO-03-R01,FR-4,R01,184,2,0.162769288,1.140032895,0.182901364,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R02,FR-4,R02,184,2,-0.621882218,2.377137642,0.434666787,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R03,FR-4,R03,184,2,-1.081747594,3.78660083,0.63541123,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R04,FR-4,R04,184,2,-1.334027952,4.323593924,0.822074094,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R05,FR-4,R05,184,2,-0.798677114,4.177166062,1.127380027,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R06,FR-4,R06,184,2,0.183627113,3.685779104,1.484317871,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R07,FR-4,R07,184,2,0.536223676,3.278246973,1.779642819,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R08,FR-4,R08,184,2,1.199701152,3.501540825,2.107520216,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R09,FR-4,R09,184,2,2.128370973,4.304287742,2.435451327,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R10,FR-4,R10,184,2,3.311307611,3.584201331,2.770985724,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R11,FR-4,R11,184,2,3.376860775,2.600519543,3.283673232,4,GIRO,mixed
FR-1-GIRO-03,FR-1-GIRO-03-R12,FR-4,R12,184,2,3.203045567,2.641454073,3.916666667,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R01,FR-4,R01,192,1.9,-2.150733691,2.320693259,0.295508256,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R02,FR-4,R02,192,1.9,-1.99281016,4.526248822,0.687274354,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R03,FR-4,R03,192,1.9,-1.288610264,3.538992807,1.00181304,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R04,FR-4,R04,192,1.9,-1.018451771,-1.280647414,1.328565552,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R05,FR-4,R05,192,1.9,-0.923101714,-2.625596769,1.641310051,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R06,FR-4,R06,192,1.9,-0.968790283,-0.787925038,1.909755285,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R07,FR-4,R07,192,1.9,-0.694658871,0.937250742,2.187495172,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R08,FR-4,R08,192,1.9,-0.505945217,0.661237909,2.465280559,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R09,FR-4,R09,192,1.9,-0.525809813,0.678425958,2.840608065,4,GIRO,mixed
FR-1-GIRO-04,FR-1-GIRO-04-R10,FR-4,R10,192,1.9,-0.146396046,0.797749829,3.397570821,4,GIRO,mixed
FR-1-LECY-01,FR-1-LECY-01-R04,FR-4,R04,136,1.5,1.438569435,2.704795913,0.444522162,2,LECY,mixed
FR-1-LECY-01,FR-1-LECY-01-R05,FR-4,R05,136,1.5,2.184484981,4.10157271,0.668726916,2,LECY,mixed
FR-1-LECY-01,FR-1-LECY-01-R06,FR-4,R06,136,1.5,2.844982768,4.52292771,0.956806254,2,LECY,mixed
FR-1-LECY-01,FR-1-LECY-01-R07,FR-4,R07,136,1.5,3.984217297,4.106728095,1.336337112,2,LECY,mixed
FR-1-LECY-02,FR-1-LECY-02-R04,FR-4,R04,145,1.55,-2.176786872,1.020556927,0.231639583,2,LECY,mixed
FR-1-LECY-02,FR-1-LECY-02-R05,FR-4,R05,145,1.55,-2.097328491,3.508350923,0.413716722,2,LECY,mixed
FR-1-LECY-02,FR-1-LECY-02-R06,FR-4,R06,145,1.55,-1.696063671,4.415595129,0.558496926,2,LECY,mixed
FR-1-LECY-02,FR-1-LECY-02-R07,FR-4,R07,145,1.55,-0.238002391,4.682376963,0.732697435,2,LECY,mixed
FR-1-LECY-02,FR-1-LECY-02-R08,FR-4,R08,145,1.55,2.812206186,3.342427092,1.242672121,2,LECY,mixed
FR-1-LECY-03,FR-1-LECY-03-R05,FR-4,R05,147,1.5,-2.028566431,1.584394154,0.295977115,2,LECY,mixed
FR-1-LECY-03,FR-1-LECY-03-R06,FR-4,R06,147,1.5,-2.841028371,4.662599395,0.527573932,2,LECY,mixed
FR-1-LECY-03,FR-1-LECY-03-R07,FR-4,R07,147,1.5,-2.68310484,4.724269734,0.682042295,2,LECY,mixed
FR-1-LECY-03,FR-1-LECY-03-R08,FR-4,R08,147,1.5,-2.021613823,4.493912715,0.891093225,2,LECY,mixed
FR-1-LECY-03,FR-1-LECY-03-R09,FR-4,R09,147,1.5,0.533966336,2.737652101,1.251621786,2,LECY,mixed
FR-1-LECY-04,FR-1-LECY-04-R05,FR-4,R05,115,1.35,1.483493981,3.832823939,0.410224546,2,LECY,mixed
FR-1-LECY-04,FR-1-LECY-04-R06,FR-4,R06,115,1.35,3.267334621,5.489370705,0.627539784,2,LECY,mixed
FR-1-LECY-04,FR-1-LECY-04-R07,FR-4,R07,115,1.35,4.046026748,6.226147902,0.983610212,2,LECY,mixed
FR-1-LECY-04,FR-1-LECY-04-R08,FR-4,R08,115,1.35,4.677720872,6.470122825,1.636208028,2,LECY,mixed
FR-1-LECY-05,FR-1-LECY-05-R05,FR-4,R05,92,0.95,-1.903419482,4.235036263,0.304382796,1,LECY,mixed
FR-1-LECY-05,FR-1-LECY-05-R07,FR-4,R07,92,0.95,-2.474526591,6.590063289,0.603616568,1,LECY,mixed
FR-1-LECY-06,FR-1-LECY-06-R07,FR-4,R07,138,1.45,-3.034708173,3.464495809,0.312891319,2,LECY,mixed
FR-1-LECY-06,FR-1-LECY-06-R08,FR-4,R08,138,1.45,-2.692043908,3.465723398,0.500044614,2,LECY,mixed
FR-1-LECY-06,FR-1-LECY-06-R09,FR-4,R09,138,1.45,-2.579808945,3.912137514,0.655077082,2,LECY,mixed
FR-1-LECY-06,FR-1-LECY-06-R10,FR-4,R10,138,1.45,-2.03551904,4.332374505,0.83814534,2,LECY,mixed
FR-1-LECY-06,FR-1-LECY-06-R11,FR-4,R11,138,1.45,-1.18332791,4.521009104,1.267511868,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-L01,FR-4,L01,123,1.55,0.903808979,-1.26488763,0.53528981,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-R01,FR-4,R01,123,1.55,0.669135876,-0.607564658,0.571109344,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-R02,FR-4,R02,123,1.55,0.481415452,4.112986218,0.863533675,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-L02,FR-4,L02,123,1.55,0.699203649,3.942799369,0.884115822,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-R03,FR-4,R03,123,1.55,1.322681055,3.693072345,1.21071711,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-L03,FR-4,L03,123,1.55,1.26435138,3.641361406,1.251606852,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-R04,FR-4,R04,123,1.55,2.656588615,3.059909191,1.543083762,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-L04,FR-4,L04,123,1.55,2.867424204,3.126604371,1.598193427,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-R05,FR-4,R05,123,1.55,3.509772974,3.908567297,1.916666667,2,LECY,mixed
FR-1-LECY-12,FR-1-LECY-12-L05,FR-4,L05,123,1.55,3.344896835,3.810630382,1.93207525,2,LECY,mixed
FR-1-LECY-14,FR-1-LECY-14-R01,FR-4,R01,80,0.95,-1.411409579,3.329213172,0.42310237,1,LECY,mixed
FR-1-LECY-14,FR-1-LECY-14-R02,FR-4,R02,80,0.95,-2.012313581,5.089217724,0.648774322,1,LECY,mixed
FR-1-LECY-14,FR-1-LECY-14-R03,FR-4,R03,80,0.95,-2.141433449,4.963947595,0.807627172,1,LECY,mixed
FR-2-AMME-01,FR-2-AMME-01-R01,FR-3,R01,180,1.25,1.608672258,2.42115533,0.228864799,2,AMME,mixed
FR-2-AMME-01,FR-2-AMME-01-R02,FR-3,R02,180,1.25,1.954148418,2.902908464,0.609612192,2,AMME,mixed
FR-2-AMME-01,FR-2-AMME-01-R04,FR-3,R04,180,1.25,1.734751202,3.420197597,1.063965081,2,AMME,mixed
FR-2-AMME-01,FR-2-AMME-01-R05,FR-3,R05,180,1.25,2.737426265,3.586921043,1.538575597,2,AMME,mixed
FR-2-AMME-02,FR-2-AMME-02-R01,FR-3,R01,230,1.6,1.066632075,3.355955666,0.306850445,4,AMME,mixed
FR-2-AMME-02,FR-2-AMME-02-R02,FR-3,R02,230,1.6,1.053726356,3.424811422,0.651442539,4,AMME,mixed
FR-2-AMME-02,FR-2-AMME-02-R03,FR-3,R03,230,1.6,0.136427585,2.732086829,0.967433003,4,AMME,mixed
FR-2-AMME-02,FR-2-AMME-02-R04,FR-3,R04,230,1.6,0.357810297,2.290267379,1.441021674,4,AMME,mixed
FR-2-AMME-02,FR-2-AMME-02-R05,FR-3,R05,230,1.6,0.754909332,4.078205293,2.406638494,4,AMME,mixed
FR-2-AMME-02,FR-2-AMME-02-R06,FR-3,R06,230,1.6,1.83402596,3.566660394,3.428805385,4,AMME,mixed
FR-2-AMME-03,FR-2-AMME-03-R01,FR-3,R01,168,1.15,1.502448266,5.285166634,0.279497401,2,AMME,mixed
FR-2-AMME-03,FR-2-AMME-03-R02,FR-3,R02,168,1.15,1.771482862,6.106573293,0.689575066,2,AMME,mixed
FR-2-AMME-03,FR-2-AMME-03-R04,FR-3,R04,168,1.15,1.397217022,5.590190187,1.141360985,2,AMME,mixed
FR-2-AMME-03,FR-2-AMME-03-R05,FR-3,R05,168,1.15,2.129864741,5.925523745,1.524683552,2,AMME,mixed
FR-2-AMME-04,FR-2-AMME-04-R01,FR-3,R01,170,1.2,1.423028459,2.529363586,0.285852297,2,AMME,mixed
FR-2-AMME-04,FR-2-AMME-04-R02,FR-3,R02,170,1.2,1.692063055,4.266398387,0.724573909,2,AMME,mixed
FR-2-AMME-04,FR-2-AMME-04-R03,FR-3,R03,170,1.2,1.486564305,4.507328849,1.140542816,2,AMME,mixed
FR-2-AMME-04,FR-2-AMME-04-R04,FR-3,R04,170,1.2,2.2291395,3.187747632,1.537408464,2,AMME,mixed
FR-2-AMME-05,FR-2-AMME-05-R07,FR-3,R07,228,1.45,1.021687684,3.427550909,0.199619731,4,AMME,mixed
FR-2-AMME-05,FR-2-AMME-05-R08,FR-3,R08,228,1.45,0.609697435,2.496840832,0.63779088,4,AMME,mixed
FR-2-AMME-05,FR-2-AMME-05-R09,FR-3,R09,228,1.45,0.15899003,1.57535894,1.158544706,4,AMME,mixed
FR-2-AMME-05,FR-2-AMME-05-R10,FR-3,R10,228,1.45,0.278119741,0.791612771,1.632291336,4,AMME,mixed
FR-2-AMME-05,FR-2-AMME-05-R11,FR-3,R11,228,1.45,1.503170264,1.508925921,2.152810555,4,AMME,mixed
FR-2-AMME-05,FR-2-AMME-05-R12,FR-3,R12,228,1.45,1.214280716,0.653106144,2.8805994,4,AMME,mixed
FR-2-AMME-06,FR-2-AMME-06-R01,FR-3,R01,225,1.65,-2.451936126,2.818718653,0.432874573,4,AMME,mixed
FR-2-AMME-06,FR-2-AMME-06-R02,FR-3,R02,225,1.65,-1.395652692,1.760716106,1.067389469,4,AMME,mixed
FR-2-AMME-06,FR-2-AMME-06-R03,FR-3,R03,225,1.65,-1.284464962,-0.224283173,1.749230388,4,AMME,mixed
FR-2-AMME-06,FR-2-AMME-06-R04,FR-3,R04,225,1.65,0.421075394,0.903305594,2.305660995,4,AMME,mixed
FR-2-AMME-06,FR-2-AMME-06-R05,FR-3,R05,225,1.65,1.417793972,1.995816245,2.806297765,4,AMME,mixed
FR-2-AMME-06,FR-2-AMME-06-R06,FR-3,R06,225,1.65,1.188469279,0.724413518,3.306375613,4,AMME,mixed
FR-2-AMME-06,FR-2-AMME-06-R07,FR-3,R07,225,1.65,1.059412092,0.93124081,3.824216526,4,AMME,mixed
FR-2-AMME-07,FR-2-AMME-07-R01,FR-3,R01,130,0.9,1.400917263,-0.023603067,0.179440928,1,AMME,mixed
FR-2-AMME-07,FR-2-AMME-07-R02,FR-3,R02,130,0.9,1.361207359,0.420946068,0.565409705,1,AMME,mixed
FR-2-AMME-08,FR-2-AMME-08-R01,FR-3,R01,175,1.35,0.544176094,3.151278895,0.235645751,2,AMME,mixed
FR-2-AMME-08,FR-2-AMME-08-L02,FR-3,L02,175,1.35,0.909055958,2.921213038,0.351890061,2,AMME,mixed
FR-2-AMME-08,FR-2-AMME-08-R02,FR-3,R02,175,1.35,1.260939853,3.109019362,0.670963676,2,AMME,mixed
FR-2-AMME-08,FR-2-AMME-08-L03,FR-3,L03,175,1.35,0.877288035,3.08964314,0.798908746,2,AMME,mixed
FR-2-AMME-08,FR-2-AMME-08-R03,FR-3,R03,175,1.35,0.732798136,2.95740846,1.121513877,2,AMME,mixed
FR-2-AMME-08,FR-2-AMME-08-L04,FR-3,L04,175,1.35,1.363734353,2.947741178,1.597805445,2,AMME,mixed
FR-2-AMME-08,FR-2-AMME-08-R04,FR-3,R04,175,1.35,1.4267287,2.991252157,1.771359572,2,AMME,mixed
FR-2-AMME-09,FR-2-AMME-09-R09,FR-3,R09,210,1.5,1.63646919,-0.196875484,0.515003962,4,AMME,mixed
FR-2-AMME-09,FR-2-AMME-09-R10,FR-3,R10,210,1.5,1.290000282,2.048493035,1.347171127,4,AMME,mixed
FR-2-AMME-09,FR-2-AMME-09-R11,FR-3,R11,210,1.5,2.310544803,3.183988884,2.007002825,4,AMME,mixed
FR-2-AMME-09,FR-2-AMME-09-R12,FR-3,R12,210,1.5,2.079234615,2.140237207,2.650332138,4,AMME,mixed
FR-2-AMME-09,FR-2-AMME-09-R13,FR-3,R13,210,1.5,2.237081481,-0.03797437,3.486631202,4,AMME,mixed
FR-2-AMME-10,FR-2-AMME-10-L01,FR-3,L01,188,1.2,-0.551817243,0.73391974,0.169294004,2,AMME,mixed
FR-2-AMME-10,FR-2-AMME-10-L03,FR-3,L03,188,1.2,1.297671514,1.518793642,0.680113752,2,AMME,mixed
FR-2-AMME-10,FR-2-AMME-10-L04,FR-3,L04,188,1.2,1.732494957,1.311815981,1.230909458,2,AMME,mixed
FR-2-CACL-02,FR-2-CACL-02-L01,FR-3,L01,157,1.25,-4.143758515,2.290138029,0.190870832,2,CACL,mixed
FR-2-CACL-02,FR-2-CACL-02-L02,FR-3,L02,157,1.25,-4.386981674,-0.450664867,0.452371706,2,CACL,mixed
FR-2-CACL-02,FR-2-CACL-02-L03,FR-3,L03,157,1.25,-3.784383888,-1.732525535,0.591114974,2,CACL,mixed
FR-2-CACL-02,FR-2-CACL-02-L04,FR-3,L04,157,1.25,-4.179497428,-2.172802056,0.72999323,2,CACL,mixed
FR-2-CACL-02,FR-2-CACL-02-L05,FR-3,L05,157,1.25,-5.076941247,-1.861099152,1.09457277,2,CACL,mixed
FR-2-CACL-02,FR-2-CACL-02-L06,FR-3,L06,157,1.25,-4.940934828,-1.763113817,1.548526124,2,CACL,mixed
FR-2-CACL-03,FR-2-CACL-03-R01,FR-3,R01,176,1.4,0.886493513,2.994844909,0.157189146,2,CACL,mixed
FR-2-CACL-03,FR-2-CACL-03-R02,FR-3,R02,176,1.4,2.088710841,-0.258525618,0.417446431,2,CACL,mixed
FR-2-CACL-03,FR-2-CACL-03-R03,FR-3,R03,176,1.4,1.754154904,-2.407339769,0.588405262,2,CACL,mixed
FR-2-CACL-03,FR-2-CACL-03-R04,FR-3,R04,176,1.4,1.637010689,-1.770227633,0.727760782,2,CACL,mixed
FR-2-CACL-03,FR-2-CACL-03-R05,FR-3,R05,176,1.4,1.41860622,-1.428331132,0.991695016,2,CACL,mixed
FR-2-CACL-03,FR-2-CACL-03-R06,FR-3,R06,176,1.4,1.499018774,-1.975419992,1.374011218,2,CACL,mixed
FR-2-CACL-04,FR-2-CACL-04-L01,FR-3,L01,172,1.35,0.71871917,2.975371855,0.098035362,2,CACL,mixed
FR-2-CACL-04,FR-2-CACL-04-L02,FR-3,L02,172,1.35,1.774009856,-0.071593376,0.402659947,2,CACL,mixed
FR-2-CACL-04,FR-2-CACL-04-L04,FR-3,L04,172,1.35,1.512917241,-2.991409289,0.655002293,2,CACL,mixed
FR-2-CACL-04,FR-2-CACL-04-L05,FR-3,L05,172,1.35,1.363012355,-2.053015613,0.924268184,2,CACL,mixed
FR-2-CACL-04,FR-2-CACL-04-L06,FR-3,L06,172,1.35,1.647930912,-1.517237202,1.182886299,2,CACL,mixed
FR-2-CACL-04,FR-2-CACL-04-L07,FR-3,L07,172,1.35,1.401729511,-1.303476583,1.512596177,2,CACL,mixed
FR-2-CACL-05,FR-2-CACL-05-L01,FR-3,L01,183,1.4,1.250019629,2.323092853,0.154708984,2,CACL,mixed
FR-2-CACL-05,FR-2-CACL-05-L02,FR-3,L02,183,1.4,1.51706873,-0.972912369,0.379443496,2,CACL,mixed
FR-2-CACL-05,FR-2-CACL-05-L03,FR-3,L03,183,1.4,1.691792306,-1.662844828,0.524998006,2,CACL,mixed
FR-2-CACL-05,FR-2-CACL-05-L04,FR-3,L04,183,1.4,1.558764129,-1.801052067,0.662651652,2,CACL,mixed
FR-2-CACL-05,FR-2-CACL-05-L06,FR-3,L06,183,1.4,1.39396803,-1.941079272,0.882520332,2,CACL,mixed
FR-2-CACL-05,FR-2-CACL-05-L07,FR-3,L07,183,1.4,1.34035966,-2.140164355,1.201880473,2,CACL,mixed
FR-2-CACL-05,FR-2-CACL-05-L08,FR-3,L08,183,1.4,1.499199274,-2.754660336,1.463224576,2,CACL,mixed
FR-2-CACL-06,FR-2-CACL-06-R01,FR-3,R01,180,1.35,-0.849641519,-0.532306893,0.067884166,2,CACL,mixed
FR-2-CACL-06,FR-2-CACL-06-R02,FR-3,R02,180,1.35,-2.788477558,0.962941036,0.342932515,2,CACL,mixed
FR-2-CACL-06,FR-2-CACL-06-R03,FR-3,R03,180,1.35,-3.472480646,0.940381315,0.50363231,2,CACL,mixed
FR-2-CACL-06,FR-2-CACL-06-R04,FR-3,R04,180,1.35,-4.165418462,-0.512042171,0.618949317,2,CACL,mixed
FR-2-CACL-06,FR-2-CACL-06-R05,FR-3,R05,180,1.35,-4.495010661,-0.270655013,0.734333397,2,CACL,mixed
FR-2-CACL-06,FR-2-CACL-06-R06,FR-3,R06,180,1.35,-4.508909127,0.596046642,1.056415389,2,CACL,mixed
FR-2-CACL-06,FR-2-CACL-06-R07,FR-3,R07,180,1.35,-4.05522348,1.343062995,1.385180739,2,CACL,mixed
FR-2-CACL-07,FR-2-CACL-07-R01,FR-3,R01,174,1.35,-0.68881641,3.772697327,0.073474149,2,CACL,mixed
FR-2-CACL-07,FR-2-CACL-07-R02,FR-3,R02,174,1.35,-0.583585165,-0.247414167,0.318396052,2,CACL,mixed
FR-2-CACL-07,FR-2-CACL-07-R03,FR-3,R03,174,1.35,-0.465448202,-1.339130556,0.494126124,2,CACL,mixed
FR-2-CACL-07,FR-2-CACL-07-R05,FR-3,R05,174,1.35,0.32378613,2.254646094,0.740524395,2,CACL,mixed
FR-2-CACL-07,FR-2-CACL-07-R06,FR-3,R06,174,1.35,1.31554097,1.967994914,1.204082384,2,CACL,mixed
FR-2-CACL-07,FR-2-CACL-07-R07,FR-3,R07,174,1.35,1.450554642,3.262716438,1.498378832,2,CACL,mixed
FR-2-CACL-08,FR-2-CACL-08-R02,FR-3,R02,136,1.05,-4.364148479,0.366343659,0.580579059,2,CACL,mixed
FR-2-CACL-08,FR-2-CACL-08-R03,FR-3,R03,136,1.05,-4.007752095,0.890660497,1.219726502,2,CACL,mixed
FR-2-CACL-08,FR-2-CACL-08-R04,FR-3,R04,136,1.05,-1.942837113,-0.9406006,1.57438947,2,CACL,mixed
FR-2-CACL-09,FR-2-CACL-09-R01,FR-3,R01,134,1,-4.3351783,1.979103224,0.395376533,2,CACL,mixed
FR-2-CACL-09,FR-2-CACL-09-R02,FR-3,R02,134,1,-4.911964648,-1.106352924,0.871716235,2,CACL,mixed
FR-2-CACL-09,FR-2-CACL-09-R03,FR-3,R03,134,1,-3.623378279,-0.247018542,1.27646,2,CACL,mixed
FR-2-CACL-10,FR-2-CACL-10-R01,FR-3,R01,116,0.85,-3.114279266,1.524525861,0.247353279,1,CACL,mixed
FR-2-CACL-10,FR-2-CACL-10-R02,FR-3,R02,116,0.85,-3.066627382,-0.65456603,0.571940753,1,CACL,mixed
FR-2-CACL-11,FR-2-CACL-11-R01,FR-3,R01,102,0.85,1.09334601,2.428718269,0.277148024,1,CACL,mixed
FR-2-CACL-11,FR-2-CACL-11-R02,FR-3,R02,102,0.85,1.212475721,0.296205619,0.70317027,1,CACL,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R01,FR-3,R01,310,2.3,0.173068996,1.696895715,0.199735287,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R02,FR-3,R02,310,2.3,-2.530182685,4.213721479,0.496137978,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R03,FR-3,R03,310,2.3,-2.349502624,4.246769633,0.689688143,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R04,FR-3,R04,310,2.3,-2.378292304,4.032288189,0.911841944,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R05,FR-3,R05,310,2.3,-1.128423091,2.433997153,1.193216715,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R06,FR-3,R06,310,2.3,0.606899692,0.094139365,1.474794983,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R07,FR-3,R07,310,2.3,1.183686041,0.588997262,1.758015518,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R08,FR-3,R08,310,2.3,1.640349931,2.162654546,2.104447121,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R09,FR-3,R09,310,2.3,1.903428042,2.999213213,2.389423454,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R10,FR-3,R10,310,2.3,1.590712552,2.630656832,2.682053652,4,CAIN,mixed
FR-2-CAIN-01,FR-2-CAIN-01-R11,FR-3,R11,310,2.3,1.526183958,1.339189745,3.328476905,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R01,FR-3,R01,335,2.35,-3.493147846,0.325739121,0.201093532,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R02,FR-3,R02,335,2.35,-4.703307155,1.222318468,0.394312746,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R03,FR-3,R03,335,2.35,-4.751951787,-0.118985573,0.493061462,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R04,FR-3,R04,335,2.35,-4.576235464,0.918200659,0.574562102,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R05,FR-3,R05,335,2.35,-4.671539232,1.548873101,0.656097868,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R06,FR-3,R06,335,2.35,-3.450459699,0.44073494,0.737660391,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R07,FR-3,R07,335,2.35,-1.297190181,-0.008538532,0.952615519,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R08,FR-3,R08,335,2.35,-0.501006616,0.02488122,1.174423161,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R09,FR-3,R09,335,2.35,0.78460151,0.881163289,1.403836365,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R10,FR-3,R10,335,2.35,1.642335426,1.472052895,1.6263446,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R11,FR-3,R11,335,2.35,1.918319255,1.273476309,1.856837437,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R12,FR-3,R12,335,2.35,1.788269321,0.495324346,2.194883383,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R13,FR-3,R13,335,2.35,1.763450632,0.252205353,2.714041317,4,CAIN,mixed
FR-2-CAIN-02,FR-2-CAIN-02-R14,FR-3,R14,335,2.35,2.157571424,1.450716387,3.196414884,4,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R01,FR-3,R01,238,1.85,0.267849316,4.407038558,0.174633021,2,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R02,FR-3,R02,238,1.85,0.845628412,5.494441327,0.334974471,2,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R03,FR-3,R03,238,1.85,0.914127995,5.275399658,0.433668256,2,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R04,FR-3,R04,238,1.85,0.978656589,5.012016787,0.570971746,2,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R05,FR-3,R05,238,1.85,1.362849905,3.61196464,0.702415521,2,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R06,FR-3,R06,238,1.85,1.555442937,2.976394836,0.929950797,2,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R07,FR-3,R07,238,1.85,1.743072231,3.438117497,1.127542751,2,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R08,FR-3,R08,238,1.85,1.652732201,3.74841801,1.338593576,2,CAIN,mixed
FR-2-CAIN-03,FR-2-CAIN-03-R09,FR-3,R09,238,1.85,1.310234283,3.47056309,1.590461531,2,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R01,FR-3,R01,330,2.4,0.122438869,-0.866052589,0.196912505,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R03,FR-3,R03,330,2.4,-1.375617241,1.195386273,0.461757387,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R04,FR-3,R04,330,2.4,-1.864049054,2.559169031,0.627268557,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R05,FR-3,R05,330,2.4,-2.068555057,2.709626662,0.725475604,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R06,FR-3,R06,330,2.4,-1.856107073,1.587726528,1.024829199,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R07,FR-3,R07,330,2.4,-2.137054641,-2.040513601,1.343461371,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R08,FR-3,R08,330,2.4,-2.727739455,-4.063566797,1.563746277,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R09,FR-3,R09,330,2.4,-2.981882838,-4.586119678,1.726582041,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R10,FR-3,R10,330,2.4,-2.786311563,-4.522257135,1.917387123,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R11,FR-3,R11,330,2.4,-2.507349491,-4.001130043,2.173123808,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R12,FR-3,R12,330,2.4,-2.530182685,-2.782702763,2.566098233,4,CAIN,mixed
FR-2-CAIN-04,FR-2-CAIN-04-R13,FR-3,R13,330,2.4,-2.309792721,-2.496500751,3.235675206,4,CAIN,mixed
FR-2-CAIN-05,FR-2-CAIN-05-R01,FR-3,R01,255,1.9,0.61583442,2.90493723,0.130500015,2,CAIN,mixed
